,,Region:,2,,,,,Organization Type:,Academe,,,,,,Position:,,,College Dean,,,,,,,,
,,Address:,"C-2, Sanchez Mira, Cagayan",,,,,,,,,,,,E-mail : ,,,mannyalipio@csu.edu.ph,,,,,,,,
,,                ,,,,,,,,,,,,,Telephone/Mobile Nos: ,,,9985591721,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Item & Specifications,,,Unit of Measure,Monthly Quantity Requirement,,,,,,,,,,,,,,,,,,,,"Total Quantity
for the year",Price,"Total Amount
for the year"
,,,,Jan,Feb,Mar,Q1,"Q1
AMOUNT",April ,May ,June,Q2,"Q2
AMOUNT",July,Aug,Sept,Q3,"Q3
AMOUNT",Oct,Nov,Dec,Q4,"Q4
AMOUNT",,,
PART I. AVAILABLE AT PS-DBM (MAIN WAREHOUSE AND DEPOTS),,,,,,,,,,,,,,,,,,,,,,,,,,
ALCOHOL OR ACETONE BASED ANTISEPTICS,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12191601-AL-E04,"ALCOHOL, Ethyl, 500 mL",bottle,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,50.43,0.00
2,12191601-AL-E03,"ALCOHOL, Ethyl,  1 Gallon",gallon,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,357.09,0.00
ARTS AND CRAFTS EQUIPMENT AND ACCESSORIES AND SUPPLIES,,,,,,,,,,,,,,,,,,,,,,,,,,
3,60121413-CB-P01,"CLEARBOOK, A4 size",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,35.16,0.00
4,60121413-CB-P02,"CLEARBOOK, Legal size",piece,0,3,0,3,109.08,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,3,36.36,109.08
5,60121534-ER-P01,"ERASER, plastic/rubber",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,8.26,0.00
6,60121524-SP-G01,"SIGN PEN, Extra Fine Tip, Black ",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,22.20,0.00
7,60121524-SP-G04,"SIGN PEN, Fine Tip, Black ",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,44.72,0.00
8,60121524-SP-G07,"SIGN PEN, Medium Tip, Black ",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,57.20,0.00
9,60121524-SP-G02,"SIGN PEN, Extra Fine Tip, Blue",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,22.20,0.00
10,60121524-SP-G05,"SIGN PEN, Fine Tip, Blue",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,44.72,0.00
11,60121524-SP-G08,"SIGN PEN, Medium Tip, Blue",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,57.20,0.00
12,60121524-SP-G03,"SIGN PEN, Extra Fine Tip, Red",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,22.20,0.00
13,60121524-SP-G06,"SIGN PEN, Fine Tip, Red",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,45.76,0.00
14,60121524-SP-G09,"SIGN PEN, Medium Tip, Red",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,57.20,0.00
15,60121124-WR-P01,WRAPPING PAPER,pack,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,161.20,0.00
AUDIO AND VISUAL EQUIPMENT AND SUPPLIES,,,,,,,,,,,,,,,,,,,,,,,,,,
16,45121517-DO-C03,DOCUMENT CAMERA,unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"23,623.60",0.00
17,45111609-MM-P01,MULTIMEDIA PROJECTOR,unit,0,3,0,3,"49,764.00",0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,3,"16,588.00","49,764.00"
BATTERIES AND CELLS AND ACCESSORIES,,,,,,,,,,,,,,,,,,,,,,,,,,
18,26111702-BT-A02,"BATTERY, dry cell, size AA", pack  ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,20.49,0.00
19,26111702-BT-A01,"BATTERY, dry cell, size AAA", pack  ,0,10,0,10,183.40,0,0,0,0,0.00,0,10,0,10,183.40,0,0,0,0,0.00,20,18.34,366.80
CLEANING EQUIPMENT AND SUPPLIES,,,,,,,,,,,,,,,,,,,,,,,,,,
20,47131812-AF-A01,AIR FRESHENER,can,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,87.31,0.00
21,47131604-BR-S01,BROOM (Walis Tambo),piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,124.80,0.00
22,47131604-BR-T01,BROOM (Walis Ting-ting),piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,26.00,0.00
23,47131829-TB-C01,"CLEANER, Toilet Bowl and Urinal",bottle,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,41.60,0.00
24,47131805-CL-P01,"CLEANSER, Scouring Powder",plastic container,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,23.92,0.00
25,47131811-DE-B02,DETERGENT BAR,piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,9.34,0.00
26,47131811-DE-P02,"DETERGENT POWDER, all purpose",pouch ,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,54.08,0.00
27,47131803-DS-A01,DISINFECTANT SPRAY,can,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,139.89,0.00
28,47131601-DU-P01,DUST PAN,piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,46.80,0.00
29,47131802-FW-P03,"FLOOR WAX, paste type, red",can,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,309.76,0.00
30,47131830-FC-A01,FURNITURE CLEANER,can,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,141.39,0.00
31,73101612-HS-L01,"HAND SOAP, liquid, 500mL",bottle,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,42.95,0.00
32,47121804-MP-B01,MOP BUCKET,unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"2,288.00",0.00
33,47131501-RG-C01,RAGS,kilo,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,69.47,0.00
34,47131602-SC-N01,SCOURING PAD,pack,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,85.63,0.00
35,47121701-TB-P04,"TRASHBAG, XXL size",roll/pack,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,130.00,0.00
36,47121701-TB-P05,"TRASHBAG, Large size",roll/pack,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,59.28,0.00
37,47121701-TB-P06,"TRASHBAG, XL size",roll/pack,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,92.56,0.00
38,47121702-WB-P01,WASTEBASKET,piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,43.68,0.00
COLOR COMPOUNDS AND DISPERSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,
39,12171703-SI-P01,"INK, for stamp pad",bottle,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,28.79,0.00
CONSUMER ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,
40,52161535-DV-R02,DIGITAL VOICE RECORDER,unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"7,339.16",0.00
FILMS,,,,,,,,,,,,,,,,,,,,,,,,,,
41,13111203-AC-F01,ACETATE,roll,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,243.84",0.00
42,13111201-CF-P02,"CARBON FILM, Legal size",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,351.83,0.00
FIRE FIGHTING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
43,46191601-FE-M01,"FIRE EXTINGUISHER, dry chemical",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,144.00",0.00
FLAG OR ACCESSORIES,,,,,,,,,,,,,,,,,,,,,,,,,,
44,55121905-PH-F01,PHILIPPINE NATIONAL FLAG,piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,284.84,0.00
FURNITURE AND FURNISHINGS,,,,,,,,,,,,,,,,,,,,,,,,,,
45,56101504-CM-B01,"MONOBLOC CHAIR, beige",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,341.12,0.00
46,56101504-CM-W01,"MONOBLOC CHAIR, white",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,341.12,0.00
HEATING AND VENTILATION AND AIR CIRCULATION,,,,,,,,,,,,,,,,,,,,,,,,,,
47,40101604-EF-C01,"ELECTRIC FAN, ceiling mount, orbit type",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,222.00",0.00
48,40101604-EF-G01,"ELECTRIC FAN, industrial, ground type",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,109.68",0.00
49,40101604-EF-S01,"ELECTRIC FAN, stand type",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,560.00",0.00
50,40101604-EF-W01,"ELECTRIC FAN, wall mount",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,901.68,0.00
INFORMATION AND COMMUNICATION TECHNOLOGY (ICT) EQUIPMENT AND DEVICES AND ACCESSORIES,,,,,,,,,,,,,,,,,,,,,,,,,,
51,43211507-DSK003,"DESKTOP, for Basic Users",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"24,793.60",0.00
52,43211507-DSK004,"DESKTOP, for Mid-Range Users",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"42,390.40",0.00
53,43201827-HD-X02,EXTERNAL HARD DRIVE,unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"3,014.96",0.00
54,43202010-FD-U04,FLASH DRIVE,piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,152.74,0.00
55,43211503-LAP004,"LAPTOP COMPUTER, for Mid-range Users",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"42,380.00",0.00
56,43211503-LAP003,"LAPTOP COMPUTER, Lightweight",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"46,800.00",0.00
57,43211708-MO-O02,"COMPUTER MOUSE, Wireless",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,161.92,0.00
58,43212105-PR-L01,"PRINTER, Laser, Monochrome",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"2,636.89",0.00
LIGHTING AND FIXTURES AND ACCESSORIES,,,,,,,,,,,,,,,,,,,,,,,,,,
59,39101628-LB-L01,"LIGHT-EMITTING DIODE (LED) LIGHT BULB, 7 watts",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,75.61,0.00
60,39101628-LT-L01,"LIGHT-EMITTING DIODE (LED) LINEAR TUBE, 18 watts",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,205.82,0.00
MANUFACTURING COMPONENTS AND SUPPLIES,,,,,,,,,,,,,,,,,,,,,,,,,,
61,31201610-GL-J02,"GLUE, all-purpose",bottle,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,62.14,0.00
62,31151804-SW-H01,"STAPLE WIRE, heavy duty (binder type), 23/13",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,36.40,0.00
63,31151804-SW-S01,"STAPLE WIRE, standard",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,23.76,0.00
64,31201502-TA-E02,"TAPE, electrical",roll,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,19.45,0.00
65,31201503-TA-M01,"TAPE, masking, 24mm",roll,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,55.68,0.00
66,31201503-TA-M02,"TAPE, masking, 48 mm",roll,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,121.16,0.00
67,31201517-TA-P01,"TAPE, packaging, 48 mm",roll,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,22.36,0.00
68,31201512-TA-T01,"TAPE, transparent, 24mm",roll,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,17.68,0.00
69,31201512-TA-T02,"TAPE, transparent, 48 mm",roll,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,22.57,0.00
70,31151507-TW-P01,"TWINE, plastic",roll,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,66.62,0.00
MEASURING AND OBSERVING AND TESTING EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
71,41111604-RU-P02,"RULER, plastic, 450mm",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,19.93,0.00
OFFICE EQUIPMENT AND ACCESSORIES AND SUPPLIES,,,,,,,,,,,,,,,,,,,,,,,,,,
72,44121612-BL-H01,"BLADE, for general purpose cutter/utility knife",tube,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,16.37,0.00
73,44101602-PB-M01,BINDING AND PUNCHING MACHINE,unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"9,534.72",0.00
74,44122037-RB-P10,"BINDING RING/COMB, plastic, 32 mm",bundle,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,259.89,0.00
75,44101807-CA-C01,"CALCULATOR, Compact",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,235.77,0.00
76,44121710-CH-W01,"CHALK, white enamel",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,32.97,0.00
77,44122105-BF-C01,"CLIP, backfold, 19mm",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,9.36,0.00
78,44122105-BF-C02,"CLIP, backfold, 25mm",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,15.60,0.00
79,44122105-BF-C03,"CLIP, backfold, 32mm",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,33.28,0.00
80,44122105-BF-C04,"CLIP, backfold, 50mm",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,60.32,0.00
81,44121801-CT-R02,CORRECTION TAPE,piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,13.50,0.00
82,44121612-CU-H01,"CUTTER/UTILITY KNIFE, for general purpose",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,31.72,0.00
83,44111515-DF-B01,DATA FILE BOX,piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,145.89,0.00
84,44122011-DF-F01,DATA FOLDER,piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,83.01,0.00
85,44103202-DS-M01,DATER STAMP,piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,434.95,0.00
86,44121506-EN-D01,"ENVELOPE, Documentary, A4",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,829.92,0.00
87,44121506-EN-D02,"ENVELOPE, Documentary, legal, ",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"1,057.58",0.00
88,44121506-EN-X01,"ENVELOPE, Expanding, Kraft",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,939.95,0.00
89,44121506-EN-X02,"ENVELOPE, Expanding, Plastic",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,30.49,0.00
90,44121506-EN-M02,"ENVELOPE, Mailing",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,432.52,0.00
91,44121504-EN-W02,"ENVELOPE, Mailing, with window",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,512.72,0.00
92,44111912-ER-B01,"ERASER, felt, for blackboard/whiteboard",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,14.48,0.00
93,44122118-FA-P01,FASTENER,box,0,1,0,1,94.64,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,1,94.64,94.64
94,44111515-FO-X01,"FILE ORGANIZER, expanding, plastic, legal",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,90.20,0.00
95,44122018-FT-D01,"FILE TAB DIVIDER, A4",set,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,11.13,0.00
96,44122018-FT-D02,"FILE TAB DIVIDER, Legal",set,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,14.23,0.00
97,44122011-FO-F01,"FOLDER, Fancy with slide, A4",bundle,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,270.40,0.00
98,44122011-FO-F02,"FOLDER, Fancy with slide, legal",bundle,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,291.20,0.00
99,44122011-FO-L01,"FOLDER, L-type, A4",pack,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,200.28,0.00
100,44122011-FO-L02,"FOLDER, L-type, Legal",pack,0,1,0,1,249.08,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,1,249.08,249.08
101,44122027-FO-P01,"FOLDER, pressboard",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,952.64,0.00
102,44122011-FO-T01,"FOLDER with tab, A4",pack,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,379.60,0.00
103,44122011-FO-T02,"FOLDER with tab, Legal",pack,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,413.92,0.00
104,44122008-IT-T01,INDEX TAB,box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,67.60,0.00
105,44121716-MA-F01,"MARKER, Flourescent",set,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,31.11,0.00
106,44121708-MP-B01,"MARKER, Permanent, Black",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,8.27,0.00
107,44121708-MP-B02,"MARKER, Permanent, Blue",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,8.27,0.00
108,44121708-MP-B03,"MARKER, Permanent, Red",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,8.27,0.00
109,44121708-MW-B01,"MARKER, Whiteboard, Black",piece,0,20,0,20,193.00,0,0,0,0,0.00,0,20,0,20,193.00,0,0,0,0,0.00,40,9.65,386.00
110,44121708-MW-B02,"MARKER, Whiteboard, Blue",piece,0,20,0,20,193.00,0,0,0,0,0.00,0,20,0,20,193.00,0,0,0,0,0.00,40,9.65,386.00
111,44121708-MW-B03,"MARKER, Whiteboard, Red",piece,0,2,0,2,19.30,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,2,9.65,19.30
112,44122104-PC-G01,"PAPER CLIP, vinly/plastic coated, 33mm",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,8.82,0.00
113,44122104-PC-J02,"PAPER CLIP, vinly/plastic coated, jumbo, 50mm",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,19.46,0.00
114,44101603-PS-M02,PAPER SHREDDER,unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"18,718.96",0.00
115,44101601-PT-M02,PAPER TRIMMER/CUTTING MACHINE,unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,"9,297.60",0.00
116,44121706-PE-L01,"PENCIL, lead/graphite, with eraser",box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,44.71,0.00
117,44121619-PS-M01,PENCIL SHARPENER,piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,236.08,0.00
118,44101602-PU-P01,"PUNCHER, paper, heavy duty",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,153.92,0.00
119,44122101-RU-B01,RUBBER BAND No. 18,box,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,135.20,0.00
120,44121905-SP-F01,"STAMP PAD, felt",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,39.92,0.00
121,44121618-SS-S01,"SCISSORS, symmetrical/asymmetrical",pair,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,65.52,0.00
122,44121615-ST-S01,"STAPLER, standard type",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,197.60,0.00
123,44121615-ST-B01,"STAPLER, heavy duty (binder)",unit,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,693.15,0.00
124,44121613-SR-P02,"STAPLE REMOVER, plier-type",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,46.51,0.00
125,44121605-TD-T01,"TAPE DISPENSER, table top",piece,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,77.58,0.00
PAPER MATERIALS AND PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,,,,
126,14111525-CA-A01,"CARTOLINA, assorted colors",pack,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,83.72,0.00
